px	py	v	yaw	yaw_rate	vx	vy	px_meas	py_meas	x_gt	y_gt	vx_gt	vy_gt	rmse_px	rmse_py	rmse_vx	rmse_vy	nis_lidar	nis_radar
0.312243	0.58034	0	0	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0	0	0
0.735392	0.629523	7.20253	-2.08745e-017	1.12566e-017	7.20253	-1.50349e-016	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686	0.221733	0.0250547	3.94021	0.00127057	0	74.7033
1.1605	0.494947	7.20561	-0.127201	-0.0118542	7.14739	-0.914091	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996	0.182549	0.0641326	3.40808	0.530864	0.221055	74.7033
1.25804	0.533077	7.19086	0.12277	0.0306239	7.13674	0.880602	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781	0.169438	0.0650041	3.10644	0.632859	0.221055	1.8249
1.6158	0.595363	7.20432	0.161565	0.0462119	7.1105	1.15891	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597	0.151933	0.058203	2.9071	0.762078	0.167484	1.8249
1.8511	0.56185	6.01205	0.0252866	-0.233868	6.01013	0.152008	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323	0.140114	0.0556596	2.67445	0.69755	0.167484	7.71366
2.16302	0.591206	6.01165	0.0399939	-0.178096	6.00684	0.240365	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932	0.129726	0.0517602	2.49492	0.650333	0.25411	7.71366
2.37893	0.637065	5.61033	0.0555703	-0.344165	5.60167	0.311607	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389	0.122194	0.0496253	2.33819	0.615309	0.25411	6.3216
2.65637	0.654107	5.60764	0.0442685	-0.322012	5.60215	0.248161	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654	0.11546	0.049128	2.20865	0.583338	0.00867673	6.3216
2.92284	0.647626	5.54264	-0.00377058	-0.476552	5.54261	-0.0208989	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668	0.109654	0.0478914	2.09823	0.554334	0.00867673	0.434928
3.1589	0.643132	5.49866	-0.0171887	-0.44124	5.49785	-0.0945104	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415	0.105237	0.0463239	2.00271	0.531733	1.20693	0.434928
3.44436	0.539173	5.53034	-0.165423	-0.854102	5.45484	-0.91068	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818	0.100837	0.0504804	1.91898	0.589399	1.20693	1.26558
3.74745	0.427015	5.5953	-0.283754	-1.07351	5.37155	-1.56647	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576	0.0972312	0.0741256	1.8444	0.737943	2.0718	1.26558
4.0284	0.510973	5.55608	-0.147443	-0.552307	5.49579	-0.81624	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724	0.0946927	0.0789369	1.77925	0.757706	2.0718	4.16363
4.30239	0.502808	5.53866	-0.140495	-0.468966	5.48408	-0.775599	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614	0.0930588	0.0846881	1.72068	0.773107	0.380498	4.16363
4.56344	0.537856	5.4619	-0.101222	-0.33458	5.43394	-0.55192	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238	0.091694	0.0871136	1.66725	0.772675	0.380498	2.13885
4.75408	0.643268	5.30676	-0.00182134	-0.0935135	5.30675	-0.00966541	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587	0.0889563	0.0847071	1.61778	0.752097	13.0792	2.13885
5.00678	0.641294	5.24617	-0.0107706	-0.103708	5.24587	-0.0565033	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649	0.086463	0.0828194	1.57229	0.735013	13.0792	2.06341
5.30737	0.63936	5.29307	-0.0158988	-0.103342	5.2924	-0.0841501	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413	0.0845527	0.0815876	1.53062	0.720942	2.3633	2.06341
5.56507	0.647297	5.3033	-0.00969217	-0.082313	5.30305	-0.0513997	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868	0.0827814	0.0807599	1.49219	0.708057	2.3633	1.70047
5.85814	0.664549	5.33383	-0.000436503	-0.0600925	5.33383	-0.00232824	6.022	0.708619	5.78828	0.728072	5.15932	0.372999	0.0822122	0.0800233	1.45673	0.69583	1.5294	1.70047
6.10167	0.590549	5.27959	-0.0540723	-0.14224	5.27187	-0.28534	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793	0.0811889	0.0850556	1.42346	0.695799	1.5294	3.80393
6.35794	0.70455	5.25341	0.0208792	-0.0170988	5.25226	0.109679	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233	0.080203	0.0842679	1.39234	0.684156	4.07042	3.80393
6.60929	0.735294	5.21741	0.0348433	0.00412275	5.21424	0.181755	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305	0.0791281	0.0833167	1.3631	0.672668	4.07042	0.766191
6.85693	0.735004	5.20345	0.0298528	-0.00307839	5.20113	0.155314	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999	0.0779178	0.0833034	1.33563	0.663324	0.318284	0.766191
7.10202	0.717819	5.13881	0.0140893	-0.0257204	5.1383	0.0723998	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269	0.0765925	0.0854421	1.30969	0.657818	0.318284	3.34831
7.32373	0.802373	5.09368	0.0582657	0.0349441	5.08504	0.296619	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123	0.0751734	0.0850137	1.28523	0.64848	3.4553	3.34831
7.61249	0.813602	5.16862	0.0578452	0.0323744	5.15997	0.298813	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531	0.0739797	0.0853449	1.2621	0.640534	3.4553	3.96593
7.86214	0.793727	5.15978	0.0414014	0.00961674	5.15535	0.213561	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469	0.0727892	0.0882583	1.2402	0.636175	0.526611	3.96593
8.11339	0.810696	5.11662	0.0442805	0.0115765	5.11161	0.226493	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915	0.0716299	0.0920401	1.21936	0.633075	0.526611	2.54073
8.35116	0.829515	5.09617	0.0490555	0.0169055	5.09004	0.249895	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843	0.0704651	0.096674	1.19953	0.630935	0.561875	2.54073
8.61692	0.915433	5.15507	0.0867362	0.0627078	5.13569	0.446571	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226	0.0693888	0.0985287	1.1807	0.625393	0.561875	6.91644
8.8537	0.975144	5.13304	0.108375	0.0851283	5.10292	0.555206	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037	0.068333	0.0996122	1.16271	0.619092	0.968222	6.91644
9.14062	1.01275	5.1799	0.116003	0.0887515	5.14509	0.59954	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245	0.0675238	0.101004	1.14563	0.613296	0.968222	6.62966
9.37734	1.0474	5.15651	0.123151	0.0922416	5.11746	0.633427	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082	0.0666046	0.102933	1.12926	0.608192	0.76568	6.62966
9.65439	1.11788	5.19838	0.144725	0.112035	5.14403	0.749709	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873	0.0660423	0.104043	1.1137	0.602341	0.76568	4.56392
9.92516	1.24519	5.22374	0.190888	0.159677	5.12886	0.991103	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	0.065952	0.103199	1.09879	0.594705	3.3393	4.56392
10.1756	1.33293	5.18658	0.217349	0.182817	5.06456	1.11845	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	0.0659001	0.102011	1.08434	0.587009	3.3393	4.7567
10.4014	1.41572	5.15909	0.239779	0.198986	5.01149	1.22522	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	0.0653896	0.100729	1.07039	0.579479	1.34362	4.7567
10.6362	1.4999	5.09652	0.262889	0.217384	4.92142	1.32444	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	0.0647325	0.0994626	1.05693	0.572191	1.34362	4.26137
10.8631	1.53522	5.0682	0.260647	0.202417	4.89701	1.30611	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	0.0639578	0.0983557	1.04396	0.565349	1.30178	4.26137
11.1269	1.58649	5.09692	0.261867	0.19094	4.92316	1.31951	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	0.06335	0.0974898	1.03148	0.559011	1.30178	1.75019
11.4041	1.63528	5.12898	0.260558	0.177499	4.95586	1.32133	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	0.0633304	0.0970536	1.01952	0.553374	1.77955	1.75019
11.6368	1.69372	5.09157	0.26774	0.176784	4.91016	1.34699	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	0.0631094	0.0970343	1.00793	0.548331	1.77955	0.964543
11.8674	1.76014	5.07455	0.277031	0.177586	4.88106	1.38789	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.0627214	0.0973742	0.996734	0.54376	0.415213	0.964543
12.1211	1.8484	5.11389	0.291706	0.182886	4.89785	1.47069	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	0.0625897	0.0976172	0.986004	0.539203	0.415213	1.34898
12.3637	1.88025	5.09831	0.282016	0.160777	4.89691	1.41882	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.062553	0.0995119	0.97571	0.536366	0.677455	1.34898
12.6179	1.94081	5.1294	0.282687	0.150415	4.92581	1.43078	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.0629263	0.102451	0.965983	0.53458	0.677455	0.976357
12.8187	2.07428	5.09905	0.322031	0.188429	4.83693	1.61382	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	0.0626033	0.103882	0.956344	0.531207	3.45318	0.976357
13.0824	2.17853	5.16866	0.336349	0.190784	4.87904	1.70588	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	0.0628726	0.105085	0.947322	0.527705	3.45318	3.63796
13.2855	2.31946	5.14372	0.374515	0.224888	4.78718	1.88168	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	0.062596	0.10528	0.938336	0.523318	2.64937	3.63796
13.4695	2.46398	5.06068	0.417987	0.268242	4.625	2.05424	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	0.0619915	0.104801	0.929306	0.518482	2.64937	10.9768
13.7174	2.58061	5.08586	0.434528	0.271528	4.61322	2.14106	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.0614773	0.104251	0.920578	0.513737	0.829681	10.9768
13.9377	2.69396	5.06929	0.45251	0.278043	4.55908	2.21642	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.0609488	0.103724	0.912075	0.509121	0.829681	0.23928
14.1653	2.84732	5.08986	0.483902	0.298135	4.50547	2.36799	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.0604613	0.102882	0.903793	0.504478	0.664435	0.23928
14.4132	2.9546	5.13871	0.485615	0.277477	4.54462	2.39851	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	0.0602701	0.102164	0.895926	0.500023	0.664435	1.52687
14.6205	3.03131	5.09458	0.483678	0.25991	4.51018	2.36917	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	0.0599456	0.102071	0.888316	0.496111	2.18389	1.52687
14.8504	3.18068	5.13967	0.505184	0.265891	4.49765	2.48744	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	0.05981	0.101679	0.881045	0.492085	2.18389	3.93584
15.0565	3.37199	5.15866	0.54865	0.300603	4.40152	2.69043	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	0.0595802	0.100839	0.873808	0.487898	1.26396	3.93584
15.2683	3.53638	5.15328	0.579095	0.321391	4.31308	2.82022	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	0.0593727	0.100005	0.86666	0.483872	1.26396	2.54424
15.4806	3.72368	5.17948	0.613583	0.342183	4.23469	2.98234	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.0592304	0.0994592	0.85964	0.480246	0.78488	2.54424
15.6928	3.85764	5.17011	0.623631	0.334252	4.1969	3.01927	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.0591984	0.0988426	0.852839	0.476548	0.78488	0.926897
15.9136	4.00291	5.1778	0.634952	0.327864	4.16865	3.07115	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.0595058	0.0982241	0.846292	0.472866	0.217529	0.926897
16.1102	4.16741	5.14742	0.662442	0.347262	4.0587	3.16589	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	0.0597578	0.0977311	0.83978	0.469334	0.217529	1.78927
16.3075	4.36194	5.16906	0.693853	0.362927	3.97391	3.30564	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.0600327	0.09774	0.833382	0.466178	0.455392	1.78927
16.5173	4.52495	5.18254	0.706736	0.355513	3.94125	3.36531	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.0606697	0.0978143	0.827203	0.463022	0.455392	0.645972
16.6961	4.69526	5.16744	0.728408	0.360331	3.85612	3.43987	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.0610654	0.0980135	0.821129	0.459946	0.465851	0.645972
16.8504	4.89255	5.10355	0.775466	0.408752	3.64442	3.57274	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	0.0609427	0.0987923	0.815074	0.4573	0.465851	4.8097
17.0156	5.11582	5.12613	0.814777	0.429775	3.51668	3.72963	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.0606513	0.100846	0.8092	0.455415	0.615506	4.8097
17.185	5.29023	5.09934	0.835764	0.433701	3.41967	3.78273	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	0.0603042	0.102831	0.803485	0.453411	0.615506	1.81402
17.3458	5.47223	5.08473	0.856474	0.432985	3.33103	3.8417	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.0599008	0.104862	0.797911	0.451357	0.235679	1.81402
17.5011	5.64771	5.04569	0.878978	0.440353	3.21884	3.88562	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	0.0594834	0.106673	0.792522	0.44915	0.235679	3.41449
17.696	5.77382	5.00919	0.868493	0.404577	3.23582	3.82379	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	0.0591662	0.107177	0.78709	0.44627	1.94821	3.41449
17.8378	5.97617	4.98135	0.903768	0.430615	3.08173	3.91366	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	0.0587726	0.107945	0.781858	0.443539	1.94821	1.32504
18.0136	6.16304	4.98982	0.915258	0.419058	3.04172	3.95553	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.0584593	0.108619	0.776662	0.440773	0.683964	1.32504
18.1613	6.37286	4.99678	0.940835	0.425008	2.94367	4.03765	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.0581238	0.109578	0.771579	0.438129	0.683964	0.644211
18.2843	6.60537	5.01074	0.977303	0.441801	2.80231	4.15386	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.0577474	0.111273	0.766678	0.435793	0.48294	0.644211
18.4146	6.82168	5.00609	1.00644	0.4531	2.67763	4.2298	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.0574129	0.113288	0.761946	0.433587	0.48294	0.281236
18.5642	6.96205	4.94185	1.00274	0.425209	2.65868	4.16573	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	0.0570551	0.113923	0.757157	0.430922	2.4657	0.281236
18.7118	7.1693	4.96228	1.01364	0.407722	2.62394	4.21179	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.0567005	0.11456	0.752412	0.428282	2.4657	0.540883
18.9095	7.30837	4.92737	0.992443	0.362181	2.69353	4.126	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	0.0569403	0.114262	0.74795	0.425716	4.26156	0.540883
18.996	7.51923	4.87593	1.03547	0.402545	2.48731	4.1938	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	0.0567283	0.113963	0.743396	0.42317	4.26156	4.33326
19.089	7.77315	4.90614	1.07641	0.425115	2.3279	4.31869	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.0563948	0.114116	0.738904	0.420614	0.938901	4.33326
19.2082	7.98315	4.90402	1.093	0.418557	2.255	4.35481	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.0560799	0.114178	0.734498	0.418104	0.938901	0.30423
19.2889	8.19634	4.88099	1.12229	0.428298	2.11649	4.39824	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	0.0557692	0.114165	0.730165	0.415638	1.52169	0.30423
19.3867	8.40944	4.87782	1.13963	0.418785	2.0386	4.43139	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	0.0554841	0.114057	0.725912	0.413222	1.52169	2.33695
19.4825	8.56095	4.79348	1.14497	0.403492	1.98004	4.36542	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	0.0552134	0.113451	0.721775	0.411087	4.49338	2.33695
19.5715	8.77415	4.77546	1.16974	0.4131	1.86431	4.39652	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.0549643	0.112824	0.717703	0.409029	4.49338	0.668289
19.7342	8.94572	4.75191	1.15445	0.374269	1.92177	4.34597	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	0.0549188	0.112257	0.714126	0.407471	4.34986	0.668289
19.8055	9.17136	4.73608	1.18927	0.400405	1.76342	4.39554	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	0.054783	0.111718	0.71046	0.40586	4.34986	1.0469
19.9375	9.38977	4.75416	1.19246	0.38167	1.75605	4.41796	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	0.0554348	0.111251	0.707288	0.404348	2.81079	1.0469
19.9808	9.61673	4.72	1.23873	0.42584	1.53873	4.46214	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	0.0556356	0.110829	0.703773	0.402784	2.81079	2.87659
20.0702	9.84964	4.73723	1.25644	0.421604	1.4648	4.50508	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.0562514	0.110426	0.700478	0.401166	0.574647	2.87659
20.1297	10.0972	4.76596	1.28242	0.422	1.35541	4.56916	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	0.0568832	0.109966	0.69728	0.399388	0.574647	6.97494
20.1796	10.3613	4.80388	1.31571	0.434408	1.21215	4.64844	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.0574659	0.109416	0.694052	0.397436	0.698155	6.97494
20.1949	10.599	4.78069	1.36353	0.475112	0.983789	4.67838	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	0.0575833	0.108876	0.690571	0.395487	0.698155	3.08101
20.255	10.8651	4.8246	1.38742	0.474218	0.879755	4.74371	20.371	11.0109	20.1663	10.864	0.722256	4.7934	0.0579883	0.108313	0.687189	0.393476	1.82087	3.08101
20.2839	11.1192	4.84532	1.41621	0.476518	0.746019	4.78754	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	0.0583213	0.10777	0.683837	0.391468	1.82087	4.84641
20.3186	11.3566	4.8426	1.43961	0.47613	0.63347	4.80099	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.058765	0.107231	0.680567	0.38949	0.00397775	4.84641
20.2645	11.6063	4.81268	1.51585	0.558477	0.264314	4.80542	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	0.0584977	0.106713	0.677206	0.387543	0.00397775	11.0846
20.3364	11.846	4.82197	1.5201	0.53312	0.244371	4.81578	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	0.058692	0.106199	0.673849	0.385622	4.60278	11.0846
20.3616	12.0801	4.8295	1.52663	0.494171	0.213233	4.82479	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	0.0591236	0.105683	0.670642	0.383728	4.60278	3.56585
20.35	12.361	4.87935	1.56236	0.504169	0.0411637	4.87918	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.0593595	0.105285	0.66742	0.381892	1.10255	3.56585
20.3001	12.6005	4.85594	1.62061	0.559427	-0.24181	4.84991	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	0.0591722	0.104884	0.66425	0.380059	1.10255	3.43379
20.3249	12.8406	4.85427	1.63316	0.543372	-0.30254	4.84483	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	0.0592946	0.104485	0.661081	0.378256	1.75766	3.43379
20.3112	13.0734	4.84004	1.66071	0.547988	-0.434605	4.82049	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	0.0594613	0.104062	0.657957	0.37647	1.75766	2.12517
20.2755	13.2894	4.80832	1.69097	0.552015	-0.576443	4.77364	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	0.0594984	0.103586	0.654882	0.37471	1.10952	2.12517
20.2362	13.5245	4.80707	1.71826	0.547709	-0.706307	4.7549	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	0.0594538	0.103111	0.651851	0.372974	1.10952	1.29259
20.2166	13.7805	4.8299	1.73897	0.540034	-0.808441	4.76176	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	0.0595771	0.102676	0.648854	0.371262	1.23052	1.29259
20.1599	14.0092	4.81697	1.77602	0.558218	-0.98163	4.71589	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.0595651	0.102229	0.645919	0.369571	1.23052	0.912179
20.1056	14.2617	4.84052	1.80465	0.558177	-1.12167	4.70877	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.0595138	0.101833	0.643034	0.367905	0.321145	0.912179
20.0335	14.4908	4.83654	1.83671	0.561656	-1.271	4.66654	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	0.0593523	0.101426	0.640213	0.366259	0.321145	1.40588
19.9265	14.7417	4.8711	1.87917	0.575296	-1.47841	4.64133	19.781	14.773	19.934	14.6897	-1.30687	4.62805	0.0590932	0.101095	0.637578	0.364637	1.27044	1.40588
19.8594	14.9608	4.85546	1.89727	0.55438	-1.55717	4.59899	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	0.0588362	0.100722	0.634884	0.363035	1.27044	3.38256
19.8267	15.1813	4.8294	1.90784	0.537718	-1.59708	4.55768	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	0.0586755	0.10033	0.632129	0.361454	2.10966	3.38256
19.6938	15.3928	4.81701	1.98185	0.626939	-1.92476	4.41575	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	0.0584411	0.0999102	0.629813	0.359983	2.10966	8.05786
19.6613	15.5867	4.75843	1.99091	0.606084	-1.94078	4.34465	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	0.0582994	0.0994887	0.627249	0.358583	3.65294	8.05786
19.5657	15.794	4.74628	2.01826	0.600664	-2.05362	4.279	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	0.0581458	0.0990958	0.624704	0.357239	3.65294	1.36994
19.4627	16.0063	4.74502	2.04728	0.599674	-2.17635	4.21649	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.0579752	0.0987243	0.622197	0.355936	0.00867157	1.36994
19.3601	16.2155	4.7417	2.06419	0.572233	-2.24575	4.17616	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	0.0578187	0.098378	0.619649	0.354599	0.00867157	1.81606
19.2497	16.3944	4.70443	2.09428	0.575002	-2.35173	4.07443	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	0.0576664	0.0981979	0.617122	0.353404	0.824431	1.81606
19.1304	16.5926	4.69918	2.12423	0.578064	-2.46993	3.99772	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.0575038	0.0980974	0.614629	0.35227	0.824431	0.294662
19.0019	16.7996	4.71143	2.15265	0.577171	-2.58928	3.93614	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.0573182	0.0979947	0.612174	0.351128	0.0838263	0.294662
18.845	16.9918	4.72424	2.21	0.634749	-2.81826	3.79155	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	0.0570871	0.0979739	0.609971	0.350336	0.0838263	6.54594
18.6761	17.2203	4.78929	2.24359	0.634462	-2.98456	3.74563	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	0.0569603	0.0977611	0.607969	0.349416	1.71331	6.54594
18.572	17.4253	4.77414	2.231	0.552455	-2.92788	3.77094	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	0.0567346	0.0975046	0.60561	0.34815	1.71331	6.08616
18.3614	17.6125	4.81839	2.27778	0.570267	-3.12975	3.66354	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	0.0568463	0.0972733	0.60346	0.346975	3.85052	6.08616
18.2251	17.8036	4.81015	2.28226	0.523879	-3.14076	3.64324	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	0.0568418	0.0970286	0.601161	0.345673	3.85052	2.47073
18.0921	17.9901	4.79754	2.29933	0.515133	-3.1941	3.57968	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.0567034	0.0967739	0.598844	0.344358	0.903948	2.47073
17.9162	18.1461	4.78701	2.3414	0.543878	-3.33447	3.43464	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	0.0566612	0.0966465	0.596591	0.34316	0.903948	1.92534
17.7814	18.2919	4.73403	2.36351	0.540378	-3.37185	3.32289	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	0.056475	0.0967339	0.594317	0.342034	1.1445	1.92534
17.6468	18.4743	4.72201	2.37091	0.51299	-3.38775	3.28946	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	0.0562728	0.096724	0.592074	0.34079	1.1445	6.72664
17.455	18.6522	4.75583	2.39881	0.514274	-3.50309	3.21656	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.0560622	0.0966292	0.589847	0.339533	0.439991	6.72664
17.2737	18.7946	4.7442	2.43307	0.52883	-3.60239	3.0871	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	0.0558563	0.0966672	0.587642	0.338336	0.439991	1.74453
